1,6.226,201.7
2,8.419,237.3
3,6.482,257.5
4,8.886,236.4
5,10.164,262.1
6,7.429,182.9
7,5.787,281.4
8,6.653,301.4
9,5.672,302.8
10,5.117,352.6
11,11.46,205.9
